Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Answers,Members,_version:1,_order:1001
21b8cf43-9f9f-4d02-9f4a-d710ece54261,,,Services,Services,Services,,,,ConvSet,N/A,,"91fd8d3f-13df-4d92-aed7-ff1d34ad2774;
4e283ef5-714d-494c-a2bb-14aa3cc3b19a;
611eec85-920c-4f99-aa58-da415645a257;
d823e448-2c0f-4e1c-b337-d138975d9612;
7ad827ac-fa10-4a9f-83a9-4b50f0b474ce;
eb0e54ca-d4bf-470e-8a63-aaf65381367a;
52c4102a-b030-4a68-830c-74b44eeebc0b",,
